,Name,longitude,latitude
1087,GOREGAON STATION (E) BUS STATION,72.850944,19.164314
1088,"VIRWANI ESTATE, SARVODAYA NAGAR",72.858992,19.171104
1089,DAMU NAGAR (EXTENSION),72.8785333,19.2043333
1090,DHIRAJ VALLEY SOCIETY,72.86929,19.168345
1091,DINDOSHI DEPOT,72.865701,19.175904
1092,DINDOSHI DEPOT,72.865701,19.176202
1093,DINDOSHI BUS STATION,72.86573,19.175995
1094,DOORDARSHAN COLONY,72.871172,19.169213
1095,DOORDARSHAN COLONY,72.871105,19.168996
1096,DR.SUCHAK CHOWK,72.850063,19.187549
1097,E.S.I.S COLONY (KANDIVALI-E),72.855018,19.200245
1098,DADASAHEB PHALKE CHITRANAGRI,72.887593,19.163276
1099,GAUTAM NAGAR (KANDIVALI-E),72.878372,19.200194
1100,GOREGAON CHECK NAKA NO.1,72.856304,19.16645
1101,GOREGAON CHECK NAKA NO.1,72.860354,19.166127
1102,GOREGAON STATION (E),72.851114,19.165019
1103,GOREGAON STATION (E),72.850525,19.165407
1104,GROVEL COMPANY,72.860457,19.201594
1105,GROVEL COMPANY,72.859696,19.201639
1106,HANUMAN NAGAR (KANDIVALI-E),72.866143,19.201227
1107,HIRA PARK,72.860347,19.186345
1108,JAGAT SATGURU INDUSTRIAL ESTATE,72.854362,19.170234
1109,JAGAT SATGURU INDUSTRIAL ESTATE,72.854324,19.170071
1110,KANDIVALI BUS STATION (E),72.853515,19.201816
1111,KOKAN VIKAS (AAREY COLONY),72.870763,19.14341
1112,KRANTI NAGAR,72.872605,19.194173
1113,"FIRE BRIGADE, KRISHI UDYOG",72.864833,19.165379
1114,"FIRE BRIGADE, KRISHI UDYOG",72.865441,19.165172
1115,MAHINDRA GATE NO.4,72.87552,19.200418
1116,DESAI MUNICIPAL HOSPITAL,72.851115,19.178579
1117,MAHANANDA DAIRY,72.856115,19.149574
1118,MAIN PUMP HOUSE (AAREY COLONY),72.880303,19.139603
1119,MAIN PUMP HOUSE (AAREY COLONY),72.880322,19.139414
1120,"MAROSHI NAKA, PICNIC POINT",72.881854,19.136442
1121,MAYUR NAGAR (AAREY COLONY),72.884317,19.155659
1122,MUNICIPAL COLONY SECTOR -B (GOREGAON-E),72.877587,19.173462
1123,MUNICIPAL COLONY SECTOR -B (GOREGAON-E),72.877311,19.173832
1124,MUNICIPAL COLONY SECTOR -B (GOREGAON-E),72.877482,19.17348
1125,MUNICIPAL COLONY SECTOR -D (GOREGAON-E),72.879498,19.173264
1126,NARSIPADA,72.864993,19.201389
1127,KURLA S.T.DEPOT,72.884409,19.056771
1128,KURLA S.T.DEPOT,72.882765,19.058415
1129,SAHAKAR NAGAR (SCLR- KURLA-E),72.893964,19.063804
1130,"NEHRU NAGAR  (KURLA-E), SHANTARAM RAUT CHOWK",72.880008,19.061395
1131,SHANTI NAGAR (WADALA-E),72.874908,19.020134
1132,SHANTI NAGAR (WADALA-E),72.875117,19.020721
1133,TATA COLONY (CHUNABHATTI),72.874702,19.052864
1134,THAKKAR BAPPA COLONY (KURLA-E),72.88668,19.057667
1135,THAKKAR BAPPA COLONY (KURLA-E),72.887002,19.058805
1136,UMARSHI BAPPA CHOWK,72.888306,19.053855
1137,UMARSHI BAPPA CHOWK,72.887831,19.053954
1138,VASHI NAKA (CHEMBUR),72.896447,19.032763
1139,WADALA ROAD (MAHUL),72.890144,19.021378
1140,WADALA TRUCK TERMINAL (MAIN GATE),72.879954,19.036379
1141,NEHRU NAGAR (KURLA-E),72.885385,19.06352
1142,"WADALA MONO RAIL DEPOT,",72.87393,19.038879
1143,WADALA TRUCK TERMINAL (MAIN GATE),72.879132,19.035965
1144,IMAX CINEMA,72.880308,19.030336
1145,R.C.F.POLICE STATION,72.895258,19.035744
1146,VISHNU NAGAR,72.902682,19.0228
1147,"M.M.R.D.A. COLONY, KOKARI AGAR",72.871338,19.036683
1148,M.M.R.D.A.COLONY (MAHUL),72.890317,19.017213
1149,BHAKTI BHAVAN (CHEMBUR),72.891442,19.052203
1150,VIVEKANAND COLLEGE (CHEMBUR),72.8894,19.049781
1151,LAL DONGAR,72.886949,19.049482
1152,M.M.R.D.A. COLONY (EXTENSION) MAHUL,72.887134,19.017573
1153,M.M.R.D.A. COLONY (EXTENSION) MAHUL,72.887182,19.017564
1154,"M.M.R.D.A. COLONY, KOKARI AGAR",72.871813,19.036773
1155,ADARSH NAGAR,72.83107,19.145384
1156,AMBOLI NAKA,72.841434,19.128245
1157,AMBOLI NAKA,72.845845,19.127705
1158,AMBOLI NAKA,72.847043,19.126776
1159,ANDHERI STATION (W),72.845983,19.119792
1160,ANDHERI STATION (W),72.845271,19.119312
1161,ANDHERI STATION (W),72.845081,19.119032
1162,ANDHERI STATION (W),72.845413,19.119303
1163,ANDHERI STATION (W),72.84567,19.119529
1164,ANDHERI STATION (W),72.845746,19.119493
1165,ANDHERI MARKET,72.844517,19.122898
1166,ANDHERI MARKET,72.846598,19.123758
1167,ANDHERI MARKET,72.846532,19.123451
1168,VESAVA MARKET,72.806684,19.13915
1169,"D.N.NAGAR, BARFIWALA VIDYALAYA",72.830459,19.124181
1170,DHAKE COLONY,72.832896,19.127753
1171,DNYANSAGAR VIDYALAYA,72.833351,19.145937
1172,KAMLADEVI JAIN HIGH SCHOOL,72.828617,19.133485
1173,"RTO, ANDHERI",72.830395,19.1327
1174,"RTO, ANDHERI",72.830804,19.132556
1175,FOUR BUNGALOWS,72.825483,19.131116
1176,FOUR BUNGALOWS,72.825037,19.129516
1177,VERSOVA VIEW,72.82467,19.125044
1178,GREEN PARK,72.830285,19.152819
1179,ACHARYA VIDYANIKETAN (MAHUL),72.890816,19.027684
1180,ACHARYA VIDYANIKETAN (MAHUL),72.889144,19.027765
1181,ACHARYA VIDYANIKETAN (MAHUL),72.889153,19.027765
1182,ANIK DEPOT,72.878201,19.04665
1183,CHEMBUR COLONY,72.89325,19.044515
1184,KAMGAR NAGAR (KURLA-E),72.885567,19.059437
1185,BASANT PARK,72.893504,19.049918
1186,BASANT PARK,72.893969,19.051526
1187,BHAKTI PARK GATE (ANIK),72.879547,19.033009
1188,BHARAT PETROLEUM (MAHUL),72.898297,19.013801
1189,JIJAMATA NAGAR (MAHUL),72.888412,19.028171
1190,CALICO CHEMICALS,72.897904,19.022148
1191,CHEMBUR COLONY,72.893212,19.04457
1192,"CHEMBUR NAKA, SWAMI VIVEKANAND CHOWK",72.893446,19.053947
1193,EVERARD NAGAR,72.875178,19.050949
1194,GADKARI QUARRY,72.907764,19.019748
1195,GADKARI QUARRY,72.907717,19.019568
1196,GANESH NAGAR (WADALA),72.867748,19.018052
1197,GANESH NAGAR (WADALA),72.869087,19.017963
1198,GAWANGAON REFINERIES,72.898374,19.009971
1199,GAWANGAON REFINERIES,72.89844,19.009799
1200,LUBE INDIA COMPANY,72.904131,19.0071
1201,LUBE INDIA COMPANY,72.904853,19.006982
1202,JIJAMATA NAGAR (MAHUL),72.887899,19.029291
1203,VASHI VILLAGE,72.887309,19.031757
1204,KAMGAR NAGAR (KURLA-E),72.885377,19.059654
1205,KURLA BUS STATION (E),72.8801833,19.0644333
1206,NEHRU NAGAR  (KURLA-E) MUNICIPAL SCHOOL,72.881329,19.060817
1207,MAHUL MARKET,72.890412,19.015388
1208,MARAWALI CHURCH,72.894031,19.040884
1209,MAZGAON DOCK,72.88999,19.025154
1210,"M.M.R.D.A COLONY, GADKARI QUARRY",72.90707,19.022115
1211,"M.M.R.D.A COLONY, GADKARI QUARRY",72.906985,19.022142
1212,NEHRU NAGAR  (KURLA-E) BUILDING NO.36,72.8811,19.063509
1213,PRIYADARSHINI (CHUNABHATTI),72.8793,19.052433
1214,PRIYADARSHINI (CHUNABHATTI),72.879357,19.052478
1215,R.C.F. (CHEMBUR),72.889607,19.033736
1216,R.C.F.(CHEMBUR) GATE NO.1,72.891115,19.038597
1217,R.C.F. (CHEMBUR),72.89199,19.034966
1218,JOE & HELEN D MELLO GARDEN,72.842393,19.129898
1219,INDIAN OIL NAGAR (ANDHERI-W),72.831197,19.12887
1220,JANKIDEVI VIDYALAYA,72.820856,19.139911
1221,AAI TULJABHAVANI CHOWK,72.829162,19.142248
1222,MACHHALIMAR (VESAVA),72.811936,19.133264
1223,MACHHALIMAR (VESAVA),72.812088,19.133093
1224,BANK OF MAHARASHTRA (ANDHERI-W),72.825807,19.140873
1225,BANK OF MAHARASHTRA (ANDHERI-W),72.825731,19.141062
1226,MHADESHWAR MANDIR,72.823491,19.136806
1227,GEETANJALI (ANDHERI-W),72.84261,19.131263
1228,MILLAT NAGAR,72.828557,19.14933
1229,MILLAT NAGAR,72.828548,19.149312
1230,KAMLAKAR WALAWALKAR UDYAN,72.828307,19.152835
1231,MADH MARKET,72.789971,19.141286
1232,MADH SONAPUR,72.796329,19.141987
1233,MADH TEMPLE,72.791093,19.140672
1234,MAHAPALIKA PUMPING CENTRE (MALVANI),72.82445,19.1835333
1235,MAHAPALIKA PUMPING CENTRE (MALVANI),72.8245,19.1835833
1236,ASMITA JYOTI,72.82754,19.196713
1237,VITTHAL MANDIR (KANDIVALI-W),72.826358,19.200398
1238,MALATI COTTAGE,72.789549,19.163184
1239,MALATI COTTAGE,72.789872,19.16341
1240,MALVANI AKASHWANI,72.810995,19.196384
1241,"MALVANI VILLAGE, MALVANI CHURCH",72.808789,19.196419
1242,"MALVANI DEPOT, GAIKWAD NAGAR",72.819136,19.183635
1243,"MALVANI DEPOT, GAIKWAD NAGAR",72.819061,19.18293
1244,MARVE BEACH-ESSEL WORLD,72.798812,19.198958
1245,MARVE VILLAGE,72.799501,19.194956
1246,MARVE VILLAGE,72.80009,19.19549
1247,SHANTI NAGAR (MADH),72.790988,19.150321
1248,RATHODI,72.816577,19.196678
1249,SHIVAJI NAGAR (MADH),72.794467,19.141588
1250,SIR J.P.PRIMARY SCHOOL,72.796948,19.170589
1251,TOWNSHIP MUNICIPAL SCHOOL (MALVANI),72.824812,19.196287
1252,TOWNSHIP MUNICIPAL SCHOOL (MALVANI),72.824831,19.196214
1253,VYAS WADI,72.790734,19.147773
1254,VYAS WADI,72.7908,19.148224
1255,YOGASHRAM,72.790647,19.167792
1256,SAIKRUPA NAGAR,72.80627,19.196127
1257,ABHINAV SCHOOL,72.857913,19.302619
1258,ANAND HOSPITAL (DAHISAR),72.8594333,19.2577833
1259,AANGAN,72.872682,19.207933
1260,ASHIRWAD HOSPITAL,72.864923,19.256975
1261,ASHISH COMPLEX,72.861981,19.261535
1262,ASHOK VAN,72.866653,19.242404
1263,ASMITA SUPER MARKET,72.864542,19.273154
1264,AVDHUT NAGAR,72.8591333,19.2565833
1265,AYYAPA MANDIR,72.85986,19.275853
1266,AYYAPA MANDIR,72.859451,19.276042
1267,AZAD NAGAR (MIRA ROAD),72.857212,19.296602
1268,MAHINDRA COMPANY GATE (B.H.A.D. COLONY),72.865646,19.205608
1269,MAHINDRA COMPANY GATE (B.H.A.D. COLONY),72.865437,19.205337
1270,"BHAYANDER PHATAK, JANAKI RESIDENCY",72.852397,19.297973
1271,GOLDEN NEST(BHAYANDER),72.857166,19.294525
1272,BHAYANDER RAILWAY STATION (W),72.851741,19.311839
1273,BHAYANDER STATION (E),72.853379,19.309817
1274,BHAYANDER MARKET,72.855369,19.307776
1275,BHAYANDER PADA,72.952301,19.283369
1276,BORIVALI (E) STATION,72.85752,19.229354
1277,BORIVALI (E) STATION,72.857748,19.229553
1278,BORIVALI (E) STATION,72.857663,19.23005
1279,BORIVALI (E) STATION,72.857835,19.228415
1280,BORIVALI (E) STATION,72.858251,19.231224
1281,BORIVALI (E) STATION,72.857633,19.231531
1282,BORIVALI (E) STATION,72.857949,19.227846
1283,OSHIWARA POLICE STATION,72.831429,19.148023
1284,GILBERT HILL,72.839252,19.122877
1285,PICNIC COTTAGE (VERSOVA),72.813982,19.130863
1286,RAMESH NAGAR (ANDHERI-W),72.842952,19.132049
1287,RIDDHI SIDDHI,72.810449,19.137428
1288,"R.T.O. (ANDHERI-W), NEW VIKAS HOUSING SOCIETY",72.825767,19.131965
1289,SEVEN BUNGALOWS BUS STATION,72.819922,19.131377
1290,SEVEN BUNGALOWS BUS STATION,72.819855,19.131292
1291,SEVEN BUNGALOWS GARDEN,72.817338,19.129212
1292,SEVEN BUNGALOWS GARDEN,72.817481,19.129167
1293,SKYLARK,72.824329,19.146455
1294,SHREE SWAMI SAMARTH NAGAR,72.825514,19.139237
1295,SHREE SWAMI SAMARTH NAGAR MARKET,72.823599,19.144954
1296,VEERA DESAI ROAD,72.83758,19.134738
1297,VESAVA VILLAGE,72.806789,19.138446
1298,VESAVA-YARI ROAD BUS STATION,72.8081667,19.1395167
1299,YARI ROAD,72.809535,19.139451
1300,PRATAP SOCIETY (ANDHERI-W),72.822955,19.129912
1301,SEVEN BUNGALOWS,72.820483,19.130534
1302,PRATHAMESH COMPLEX,72.837273,19.13761
1303,VEERA DESAI ROAD (EXTENSION),72.837205,19.139896
1304,VEERA DESAI ROAD (EXTENSION),72.837367,19.140049
1305,SAROTAPADA (ANDHERI-W),72.837572,19.132931
1306,AKSA BEACH,72.797325,19.173562
1307,AKSA BEACH,72.79723,19.173128
1308,BAFIRA NAGAR,72.82057,19.197602
1309,BHUMI COMPLEX,72.821499,19.200702
1310,GURUDWAR (MALAD-W),72.817283,19.182179
1311,GURUDWAR (MALAD-W),72.817911,19.182324
1312,DHARIVALI VILLAGE,72.795931,19.169721
1313,RAVIKIRAN SOCIETY,72.816762,19.180281
1314,"FIRE BRIGADE, KHARODI COLONY",72.822064,19.195318
1315,"FIRE BRIGADE, KHARODI COLONY",72.821522,19.195941
1316,GURUDWAR (MALAD-W),72.817255,19.182125
1317,I.N.S.HAMALA (MAIN GATE) MARVE,72.798515,19.191929
1318,KAMAL TALAO,72.812878,19.196377
1319,EKTA NAGAR (KANDIVALI-W),72.828117,19.201438
1320,"AMBEWADI, MITH CHOWKY (MALAD-W)",72.833797,19.196718
1321,"MADH BEACH, MADH CHURCH",72.790224,19.144592
1322,MIRA-BHAYANDER MUNICIPAL HEAD OFFICE,72.848408,19.301683
1323,MERCURY BUILDING,72.875011,19.210148
1324,MERCURY BUILDING,72.874906,19.210265
1325,KASHIMIRA TELEPHONE EXCHANGE,72.87633,19.27241
1326,KASHIMIRA TELEPHONE EXCHANGE,72.864859,19.251283
1327,MIRA ROAD STATION (E),72.857935,19.281616
1328,"N.L.COMPLEX, RIDDHI SIDDHI SOCIETY (DAHISAR-E)",72.86565,19.26095
1329,NAVGHAR NAKA (BHAYANDAR),72.863086,19.307817
1330,NEELKAMAL NAKA,72.8854167,19.2734167
1331,SUHASINI PAWASKAR MARG (DAHISAR-E),72.871306,19.253386
1332,NOVELTY SILK MILL (DAHISAR-E),72.864934,19.254364
1333,OMKARESHWAR MANDIR,72.863502,19.230216
1334,OMKARESHWAR MANDIR,72.863083,19.230513
1335,OMKARESHWAR MANDIR,72.862322,19.231425
1336,PENKARPADA,72.871749,19.263717
1337,POONAM SAGAR COMPLEX (MIRA ROAD),72.862773,19.273632
1338,PUNJAB DAIRY (KASHIMIRA),72.889902,19.27902
1339,RAJ BUCKET FACTORY,72.88987,19.287981
1340,RAJENDRA NAGAR,72.864717,19.251527
1341,RAJENDRA NAGAR,72.857953,19.220998
1342,RAJENDRA NAGAR,72.857905,19.222452
1343,RAJENDRA NAGAR,72.857962,19.222452
1344,RAJSHIV BUILDING,72.867299,19.243714
1345,DONGRE WADI,72.868915,19.244835
1346,RUSHIVAN,72.8730667,19.2363167
1347,"SWATANTRAVEER SAVARKAR CHOWK, BHAYANDER (E)",72.859887,19.294246
1348,S.T.DEPOT (BORIVALI -E),72.86496,19.240885
1349,S.T.DEPOT (BORIVALI -E),72.864732,19.240668
1350,SHREE SAI HOSPITAL,72.866754,19.213947
1351,SAIBABA MANDIR (SAMATA NAGAR),72.871552,19.205719
1352,SAMATA NAGAR (KANDIVALI),72.869266,19.205825
1353,BUILDING NO.1 & 2 (SAMATA NAGAR),72.868037,19.205827
1354,SARASWATI COMPLEX (DAHISAR),72.8599833,19.2640667
1355,TERA PANTH BHAVAN,72.863855,19.278141
1356,SHAKTI NAGAR,72.8620167,19.2598
1357,"SHREEKRISHNA NAGAR, SHANTIVAN (BORIVALI -E)",72.864128,19.233549
1358,SHITAL GARDEN (MIRA ROAD),72.864346,19.283498
1359,SHEETAL SAROVAR (MIRA ROAD),72.868,19.282036
1360,SHEETAL SAROVAR (MIRA ROAD),72.868067,19.282127
1361,SHREE KRISHNA NAGAR (BORIVALI -E),72.863472,19.233206
1362,SHRIKRISHNA GARDEN SOCIETY,72.876093,19.269727
1363,SHRIKRISHNA GARDEN SOCIETY,72.876017,19.269673
1364,SHREENATH COMPLEX,72.862182,19.2916
1365,MADHUSHREE MIRA ROAD,72.867788,19.271051
1366,SIDDHARTH NAGAR,72.871061,19.215404
1367,SILVER PARK (MIRA ROAD),72.873946,19.282012
1368,SILVER PARK (MIRA ROAD),72.8733,19.281822
1369,ST.MARY SCHOOL (DAHISAR-E),72.867015,19.25694
1370,SUDHINDRA NAGAR,72.8602333,19.25915
1371,SURYA SHOPPING CENTRE,72.869451,19.274358
1372,THAKUR COLLEGE (KANDIVALI-E),72.872769,19.206136
1373,THAKUR COMPLEX (KANDIVALI-E),72.864313,19.208634
1374,JIVALA PADA,72.869883,19.214635
1375,CORPORATION BANK (DAHISAR-E),72.863,19.259747
1376,CORPORATION BANK (DAHISAR-E),72.86295,19.2598
1377,CROSS GARDEN,72.849815,19.303093
1378,DAHISAR STATION ROAD (E),72.862502,19.248608
1379,DHOBI GHAT (BORIVALI-E),72.8659667,19.2319333
1380,GAIMUKH (GHODBUNDER RD),72.936203,19.285021
1381,GANESH MANDIR (DAHISAR-E),72.870692,19.265677
1382,GANESH MANDIR (DAHISAR-E),72.870721,19.26565
1383,GANESH NAGAR (BORIVALI -E),72.864976,19.246486
1384,"GANESH NAGAR (DAHISAR), GOKUL ANAND HOTEL",72.864729,19.246197
1385,GAURAV RESIDENCY,72.86125,19.27458
1386,GARTAN PADA,72.868274,19.252306
1387,GHODBUNDER VILLAGE,72.889335,19.29173
1388,GHODBUNDER VILLAGE JUNCTION,72.893324,19.286835
1389,GODDEV NAKA,72.85873,19.304183
1390,GOKULANAND HOTEL,72.865254,19.244002
1391,GREEN PARK,72.878781,19.277732
1392,GREEN LAWN ACADEMY,72.878914,19.278798
1393,GREEN LAWN ACADEMY,72.878686,19.278663
1394,"HARI BHAKTI, DOVEL COMPANY",72.889901,19.281902
1395,HITCO,72.876468,19.280198
1396,JAIN MANDIR (SAMATA NAGAR-KANDIVALI-E),72.872917,19.213453
1397,JAIN MANDIR (BHAYANDER-W),72.849947,19.305542
1398,JAIN MANDIR (GHODBUNDER RD),72.900013,19.285257
1399,JAMMU & KASHMIR BANK,72.87077,19.280394
1400,KAJUPADA (GHODBUNDER ROAD),72.922685,19.279102
1401,KAJUPADA (BORIVALI -E),72.8695333,19.2338833
1402,KASHIMIRA,72.883464,19.272983
1403,KASHIMIRA,72.882465,19.272747
1404,KOKANI PADA (BORIVALI -E),72.870531,19.247402
1405,SHREE KOTESHWARI MANDIR,72.868818,19.214002
1406,MAGATHANE DEPOT,72.865933,19.220587
1407,MAGATHANE DEPOT,72.866122,19.221336
1408,JAI MAHAKALI MANDIR,72.864019,19.241427
1409,THE CITY CO-OP BANK LTD,72.865431,19.233785
1410,MAHAVISHNU MANDIR,72.875781,19.26521
1411,MANAV KALYAN KENDRA,72.861058,19.24578
1412,FISH MARKET,72.869018,19.247916
1413,E.S.I.S HOSPITAL (THAKUR VILLAGE),72.877223,19.208154
1414,V MALL,72.867573,19.212276
1415,VAISHALI NAGAR (DAHISAR-E),72.873385,19.250948
1416,VERSOVA BRIDGE (GHODBUNDER RD),72.903847,19.284716
1417,VITTHAL RAKHUMAI MANDIR (DAHISAR-E),72.865446,19.257336
1418,VICEROY PARK,72.873165,19.211719
1419,SAMATA NAGAR BUS STATION (KANDIVALI-E),72.869564,19.206152
1420,NATIONAL PARK GATE,72.864966,19.230767
1421,NATIONAL PARK GATE,72.864881,19.230812
1422,SANJAY GANDHI UDYAN (NATIONAL PARK),72.86785,19.227815
1423,CHINCH PADA (SG NATIONAL PARK),72.874985,19.222868
1424,M.S.E.B TRANSMISSION COMPANY (SGNP),72.881185,19.224234
1425,KANHERI CAVES,72.901286,19.208839
1426,"RANI LAXMIBAI CHOWK, SION STATION",72.863257,19.047267
1427,"RANI LAXMIBAI CHOWK, SION STATION",72.863057,19.047339
1428,MATUNGA STATION (W),72.847362,19.030437
1429,"TATA POWER (DHARAVI), CENTRAL RAILWAY STATION (W)",72.849269,19.031801
1430,KUMBHARWADA (DHARAVI),72.854751,19.037469
1431,MATUNGA LABOUR CAMP,72.853221,19.038416
1432,MAHIM PHATAK,72.848753,19.043121
1433,DHARAVI POLICE STATION,72.857625,19.043623
1434,KAMRAJ VIDYALAYA (DHARAVI),72.855746,19.041255
1435,DHARAVI FLYOVER,72.849938,19.046347
1436,LOKMANYA TILAK HOSPITAL (SION),72.861125,19.037725
1437,CHUNABHATTI BUS TERMINUS,72.868071,19.051858
1438,AGHADI NAGAR,72.859218,19.127054
1439,"DR.AMBEDKAR UDYAN, POWAI",72.893465,19.125624
1440,GOREGAON CHECK NAKA NO.2,72.879635,19.126025
1441,"DATTA TEKDI, SHIV TEKDI",72.860884,19.139422
1442,"DR.AMBEDKAR UDYAN, CHEMBUR STATION",72.900369,19.062333
1443,DURGA NAGAR (JOGESHWARI-E),72.872129,19.138217
1444,GREEN FIELDS,72.869315,19.139526
1445,"GUNDAVALI, LION S CLUB",72.856228,19.121288
1446,GURUDWAR CHOWK (ANDHERI-E),72.862745,19.125682
1447,BORIVALI (W)STATION (JAYA TALKIES),72.855705,19.227826
1448,HEMA INDUSTRIAL ESTATE,72.862865,19.131744
1449,HOLY SPIRIT HOSPITAL (ANDHERI-E),72.866993,19.126597
1450,INCOME TAX COLONY (JOGESHWARI-E),72.860756,19.13121
1451,JOGESHWARI STATION-E,72.849955,19.135224
1452,JOHN BACKER,72.888954,19.114926
1453,KALPATARU ESTATE (MAJAS),72.867499,19.139715
1454,L & T GATE NO.6 (POWAI),72.892743,19.124214
1455,"KONDIVITA CAVES, MAHAKALI CAVES",72.872723,19.130421
1456,MILIND NAGAR (POWAI),72.889985,19.126472
1457,NAMASKAR,72.870789,19.138497
1458,NITIE (POWAI),72.899839,19.134949
1459,NITIE (POWAI),72.899259,19.134651
1460,CHINAI COLLEGE,72.851094,19.123219
1461,P.M.G.P COLONY (MAJAS),72.87005,19.134503
1462,P.M.G.P COLONY (MAJAS),72.87006,19.133844
1463,"PARSI PANCHAYAT(ANDHERI-E),  DHOBI GHAT",72.851445,19.124755
1464,POST OFFICE JOGESHWARI (E),72.849939,19.130969
1465,PRATAP NAGAR (JOGESHWARI-E),72.856738,19.140865
1466,RAMADA HOTEL (POWAI),72.899477,19.136358
1467,RAMWADI (JOGESHWARI-E),72.858621,19.140288
1468,"BALASAHEB THACKERAY TRAUMA CENTRE, S.R.P. CAMP",72.854742,19.14184
1469,SANJAY NAGAR (JOGESHWARI-E),72.855686,19.136935
1470,SARIPUT NAGAR,72.874889,19.132012
1471,SADBHAKTI MANDIR,72.849997,19.129479
1472,SADBHAKTI MANDIR,72.849959,19.129885
1473,SEEPZ,72.874882,19.127956
1474,SEEPZ VILLAGE,72.878198,19.130017
1475,SEEPZ VILLAGE,72.876211,19.129682
1476,P.W.D.OFFICE (POWAI),72.896533,19.129952
1477,P.W.D.OFFICE (POWAI),72.89715,19.130829
1478,N.G.PARK,72.871437,19.242984
1479,DAHISAR STN (E),72.86058,19.249628
1480,GOLDEN CHEMICALS (DAHISAR-E),72.8735,19.262101
1481,CHAITANYA HOSPITAL,72.863562,19.290138
1482,ST.LAWRENCE HIGH SCHOOL (KANDIVALI-E),72.862152,19.213068
1483,JANTA NAGAR (KANDIVALI-E),72.860963,19.213013
1484,SIDDHARTH NAGAR (KANDIVALI-E),72.871147,19.214518
1485,NILKANT APARTMENT,72.8891333,19.2719
1486,R.T.O.CAMP (KASHIMIRA),72.890004,19.284314
1487,GUNCHECHA PARK,72.877501,19.211992
1488,MUNICIPAL ENGLISH SCHOOL,72.876853,19.214431
1489,MATUNGA STATION (E),72.851233,19.027583
1490,MAHESHWARI UDYAN (KINGS CIRCLE),72.85546,19.027468
1491,MAHESHWARI UDYAN (KINGS CIRCLE),72.856163,19.027451
1492,"JAGATDEV N.VARMA CHOWK, KAPOLE NIWAS",72.852888,19.02407
1493,MAHESHWARI UDYAN (KINGS CIRCLE),72.854796,19.026836
1494,MAHESHWARI UDYAN (KINGS CIRCLE),72.856628,19.028571
1495,MATUNGA RAILWAY PHATAK (E),72.854298,19.032644
1496,MATUNGA RAILWAY PHATAK (E),72.854364,19.032735
1497,LOKMANYA TILAK HOSPITAL (SION),72.858371,19.03579
1498,RANI LAXMIBAI CHOWK (SION),72.862652,19.041033
1499,RANI LAXMIBAI CHOWK (SION),72.863068,19.044908
1500,RANI LAXMIBAI CHOWK (SION),72.863495,19.04574
1501,CHUNABHATTI,72.867206,19.051542
1502,RANI LAXMIBAI CHOWK (SION),72.865565,19.047223
1503,RANI LAXMIBAI CHOWK (SION),72.863118,19.041114
1504,RANI LAXMIBAI CHOWK (SION),72.862966,19.041051
1505,LOKMANYA TILAK HOSPITAL (SION),72.861248,19.037951
1506,MATUNGA POLICE STATION (KINGS CIRCLE STATION),72.857747,19.030586
1507,GANDHI MARKET (KINGS CIRCLE),72.858943,19.03299
1508,RANI LAXMIBAI CHOWK (SION),72.864847,19.041522
1509,RANI LAXMIBAI CHOWK (SION),72.864037,19.044927
1510,BMC WARD OFFICE,72.85445,19.031633
1511,BMC WARD OFFICE,72.854422,19.031678
1512,MATUNGA LABOUR CAMP,72.853183,19.038317
1513,"DHARAVI T JUNCTION, TAPASE CHOWK",72.852531,19.047586
1514,"DHARAVI T JUNCTION, TAPASE CHOWK",72.852806,19.047622
1515,DHARAVI KOLIWADA,72.855352,19.048382
1516,N.C.P.A.,72.820275,18.926542
1517,PRINCESS STREET (KALBADEVI),72.828177,18.945773
1518,SHITAL BAUG,72.804112,18.952204
1519,TARAPOREWALA AQUARIUM,72.819896,18.94845
1520,BHARAT NAGAR (BKC),72.859438,19.061809
1521,KALA NAGAR (BANDRA-E),72.84715,19.053337
1522,MAHARASHTRA NAGAR (BANDRA-E),72.852253,19.065184
1523,M.M.R.D.A. PAY & PARK (BKC),72.861253,19.061801
1524,TATA COLONY (BKC),72.858033,19.060544
1525,BANDRA RECLAMATION BUS STATION,72.827127,19.048238
1526,BANDRA TALKIES,72.836209,19.0611
1527,"DR.AMBEDKAR ROAD, KHAR",72.829361,19.070138
1528,G.D.SOMANI SCHOOL,72.819201,18.916098
1529,MANTRALAYA,72.823634,18.92855
1530,MARINE LINES RAILWAY STATION,72.824864,18.944433
1531,PT.PALUSKAR CHOWK (OPERA HOUSE),72.816158,18.955186
1532,PHANASWADI,72.824611,18.952744
1533,SUKH SAGAR,72.813338,18.956087
1534,SIDDHARTH NAGAR (GOREGAON-W),72.843057,19.158989
1535,BANDRA STATION (E),72.842047,19.054996
1536,CITI BANK (BKC),72.867748,19.068833
1537,KHERWADI (BANDRA-E),72.847373,19.060754
1538,MARATHA COLONY,72.846565,19.075091
1539,TATA COLONY (BKC),72.857862,19.060318
1540,PRABODHANKAR THACKERAY NAGAR MARKET (CHARKOP),72.828581,19.215631
1541,"CHARKOP SECTOR 9, AKSHARA VIDYALAYA",72.819486,19.219735
1542,DENA BANK (KANDIVALI-W),72.84892,19.20428
1543,GOKHALE HIGH SCHOOL (BORIVALI -W),72.850686,19.223623
1544,KORA KENDRA,72.852448,19.220164
