name,latitude,longitude,tag
कमला नेहरू पार्क,18.9549022,72.8048874,tourism:attraction
Bombay Stock Exchange - बॉम्बे स्टॉक एक्सचेंज,18.9298642,72.8332925,office:financial
पश्चिम रेल्वे मुख्यालय,18.9336373,72.8283172,office:government
संजय गांधी राष्ट्रीय उद्यान,19.2093238,72.9163268,tourism:attraction
मातोश्री टॉवर,19.0260441,72.8421832,tourism:attraction
Daxini Heart Centre,19.1757098,72.9527646,amenity:hospital
Ashirwad Critical Care Unit,19.1744516,72.9527345,amenity:hospital
Prasad Surgical and Children Nursing Home,19.1762443,72.9521906,amenity:hospital
Dr Bhanushali Hospital,19.1882382,72.9761146,amenity:hospital
Sumangal Hospital,19.2020207,72.827885,amenity:hospital
Niramaya General Hospital,19.0500033,72.9044715,amenity:hospital
Gokul Nursing Home and ICCU,19.1734002,72.9553535,amenity:hospital
Kapadia Multi Speciality Hospital,19.1631084,72.8434806,amenity:hospital
"Pooja Hospital, Mumbai",19.155501,72.845498,amenity:hospital
Dr.Sanjay Sonar Laparoscopy and Scopy Center,19.059025,72.8973126,amenity:hospital
Dr. Bet Hospital and Polyclinic,19.1932665,72.8397135,amenity:hospital
Shree Chembur Jain Medical Relief Centre,19.0563744,72.8957395,amenity:hospital
Yash Eye Care and Polyclinic,19.0608303,72.8985729,amenity:hospital
"Sai Seva Hospital and Icu, Mumbai",19.1554376,72.9974642,amenity:hospital
Ria Nursing Home,19.1790754,72.9565283,amenity:hospital
Kk Maternity and General Hospital,19.2467458,72.8611122,amenity:hospital
Amber Eye Care and Microsurgery Centre,19.1872664,72.9692407,amenity:hospital
Dr.Pathak's Hospital,19.187441,72.9663971,amenity:hospital
Manorama Hospital,19.1905421,72.8463601,amenity:hospital
Vatsal Nicu and Childrens Hospital,19.0824458,72.9092512,amenity:hospital
Aditya Health Care Hospital,19.0579944,72.9087979,amenity:hospital
Le Nest Hospital,19.1759439,72.8463833,amenity:hospital
Nayak Medicare - Chembur,19.0456831,72.9025014,amenity:hospital
Dr. Das Hospital - Chembur (Mumbai),19.0596994,72.8997535,amenity:hospital
"Dr Parikhs Maternity, Gynaec, and General Hospital",19.2228876,72.8574027,amenity:hospital
Dhanshri Hospital,19.2221415,72.8550357,amenity:hospital
Vasudhan Cosmetic Plastic Surgery Centre,19.2187028,72.8523723,amenity:hospital
"Laxmi Maternity and Nursing Home, Mumbai",19.0570862,72.8988851,amenity:hospital
Hegde Hospital,19.0606625,72.8997141,amenity:hospital
"Sai Siddhi Hospital, Mumbai",19.1699191,72.9321205,amenity:hospital
Devkunj Charitablr Trust Matushri Mankbai Nagji Sa,19.170637,72.9498291,amenity:hospital
Dr Nandita Rane's Eye Clinic,19.0694366,72.9038545,amenity:hospital
Genesis Speciality Center (Health-Check Up,19.0190313,72.8639666,amenity:hospital
Patankar's Hand and Limb Reconstruction Clinic,19.0610033,72.8985974,amenity:hospital
Nav Drishti Netralaya,19.1739604,72.9570701,amenity:hospital
Surya Eye Institute and Research Centre,19.1686019,72.9450512,amenity:hospital
Icon Hospital and Research Centre,19.0618187,72.8980838,amenity:hospital
Dr. Khona's E. N. T. Hospital & Regional Center,19.175445,72.9539676,amenity:hospital
Sangita Maternity Surgical and Diagnostic Centre,19.1181601,72.844288,amenity:hospital
Ojas Eye Hospital,19.0632283,72.834439,amenity:hospital
Dr. Shettys E.N.T. Hospital,19.1758149,72.9528357,amenity:hospital
"R. K. Hospital, Mumbai",19.0803279,72.8421846,amenity:hospital
Inlaks General Hospital,19.0467619,72.8934167,amenity:hospital
"Prime Orthopedic Speciality Hospital, Mumbai",19.1284312,72.8468965,amenity:hospital
Sunflowar Laboratory and Diagnostic Centre,19.1930526,72.8418451,amenity:hospital
THC-Thane Health Care,19.1867653,72.9696322,amenity:hospital
"Swastik Hospital and Research Centre, Mumbai",19.0552184,72.8898903,amenity:hospital
Sitla Hospital,19.0526628,72.8911664,amenity:hospital
Nandan Maternity and Surgical Home,19.0797908,72.8427047,amenity:hospital
Mumbai Retina Centre,19.0784905,72.8380749,amenity:hospital
Malpani Eye Hospital and Laser Centre,19.0879436,72.8376687,amenity:hospital
Shreeji Hospital (Kandivli),19.1968922,72.8736733,amenity:hospital
S B Nursing Home and Icu,19.1242045,72.8906147,amenity:hospital
Sri Sai Eye Care Centre,19.1254925,72.9181845,amenity:hospital
Kenias Eye Hospital,19.089509,72.8385763,amenity:hospital
"Centre For Sight, Juhu",19.1129534,72.8379245,amenity:hospital
Ankur Hospital,19.2030731,72.8470266,amenity:hospital
Trupti Hospital - Thane,19.216111,72.9590323,amenity:hospital
Dr. Kunnure Hospital and Iccu,19.081001,72.9988839,amenity:hospital
Aditi Children Hospital and Nursing,19.1930041,72.9906975,amenity:hospital
Total Woman Medical Centre - Dahisar,19.2425422,72.8675938,amenity:hospital
Mangeshikar Access Gynecology and Infertility Center,18.9603152,72.8102066,amenity:hospital
Dr.A.Tungekar's Hospital,18.8801317,72.9392899,amenity:hospital
Shroff Eye Hospital,19.0604187,72.8369254,amenity:hospital
Vinod Sharma Memorial Medical Centre,18.9230941,72.8276074,amenity:hospital
Risk Care Hospital and Iccu,19.1996346,72.9721436,amenity:hospital
Vaidya Maternity Home,19.1871764,72.9678346,amenity:hospital
Dr Bansal's Arogya Hospital,19.2111354,72.9770842,amenity:hospital
"Noble Hospital, Ghatkopar",19.0878158,72.9069324,amenity:hospital
Parulekar Hospital,19.1467481,72.9974623,amenity:hospital
Disha Hospital,19.1511429,72.9979656,amenity:hospital
Excel Ent Hospital,19.0824573,72.9092287,amenity:hospital
Parle Eye Hospital,19.1013222,72.8484596,amenity:hospital
Dr.Bhatia's Ruby Hospital,19.1457239,72.9293557,amenity:hospital
Megha Surgical Hospital,19.1857961,72.8544543,amenity:hospital
Metro Hospital and Icu,19.2358192,72.9755159,amenity:hospital
Shri Bala Hanuman Maternity & Surgical Hospital,19.2187787,72.8523903,amenity:hospital
Shah Surgical Hospital and Maternity Home P. Ltd.,19.2039141,72.8494285,amenity:hospital
Dr.Vaze Hospital,19.0240308,72.8368979,amenity:hospital
Asha Surgical and Maternity Home,19.0135345,72.8283792,amenity:hospital
Janam Hospital,19.1964227,72.9762286,amenity:hospital
"Apex Hospital, Mumbai",19.2318895,72.8500816,amenity:hospital
Mukund Maternity and Surgical Nursing Home,19.1111299,72.8721267,amenity:hospital
"Aparna Hospital, Mulund (W)",19.169912,72.9536431,amenity:hospital
Shree Ramkrishna Netralaya,19.1998018,72.9722703,amenity:hospital
"Vikas Nursing Home, Mumbai",19.0628176,72.9207404,amenity:hospital
"Ameya Maternity and Surgical Nursing Home, Borivali",19.2322314,72.8470749,amenity:hospital
Dr. Yash Shah Total Eye Care,18.9576821,72.821319,amenity:hospital
"Krishna Cardiac Care Centre, Mumbai",19.0196598,72.8486822,amenity:hospital
"Shree Sai Hospital, Mumbai",19.213646,72.8670365,amenity:hospital
Tara Neo Surg Hospital,19.0757589,72.9030552,amenity:hospital
The Eye Super Specialities,19.0793026,72.902154,amenity:hospital
Dr Wavikar Eye Hospital,19.188266,72.9723501,amenity:hospital
Dr Walvatkars Eye Care Center,19.2192568,72.9784012,amenity:hospital
Advanced Orthopaedic and Super Speciality Center,19.0791531,72.9039431,amenity:hospital
Surbhi Life Care Hospital,19.2133896,72.8636751,amenity:hospital
Galaxy Hospital,19.2965257,72.8753494,amenity:hospital
Sushila Hospital-Icu and Maternity,19.0829325,72.8819436,amenity:hospital
Dr Subodh Mehtas Advance Orthopedic and Joint Replacement Center,19.1962657,72.9663366,amenity:hospital
"Adarsh Hospital, Mumbai",19.1937801,72.8394373,amenity:hospital
V Care Hospital and Icu,19.062706,72.8815868,amenity:hospital
Unnati Critical Care Unit and I.C.C.U,19.1959389,72.9708615,amenity:hospital
Universal Eye Clinic and Surgical Centre,19.0431439,72.8936943,amenity:hospital
Hotel Linkway,19.0650925,72.834958,tourism:hotel
Mahima Hospital and Polyclinic,19.1305947,72.8184403,amenity:hospital
Niramay Mother-Care Centre (Maternity and Surgical),19.2213057,72.8401212,amenity:hospital
Siddivinayak Healthcare Pvt Ltd,19.0139586,72.8325856,amenity:hospital
Indu Child Care Center,19.1344091,72.8243659,amenity:hospital
Bodas Surgical and Maternity Home,19.1930892,72.9710492,amenity:hospital
Suchak Hospital,19.1888056,72.8501675,amenity:hospital
Aryan Hospital and Iccu - Kurla-Mumbai,19.0630077,72.8823915,amenity:hospital
Dr Bothra's Hospital,19.1532611,72.9308885,amenity:hospital
"Sahil Hospital, Thane",19.2029832,72.9719143,amenity:hospital
Paramount Ganpati Health Care - Kandivali,19.2149511,72.8687109,amenity:hospital
Anandpara Surgical and General Hospital,19.1844402,72.8514314,amenity:hospital
Sanket Hospital,19.228839,72.8510848,amenity:hospital
"Maher Maternity and Nursing Home, Mumbai",19.1703693,72.9588425,amenity:hospital
Avadhoot Hospital and Iccu,19.1597689,72.9925981,amenity:hospital
Navjivan Maternity and Surgical Nursing Home,19.0972827,72.8493802,amenity:hospital
Kolekar Hospital & ICCU,19.0598819,72.9011294,amenity:hospital
Dr.Priya's Sai Niwas Maternity and Infertility Nursing Home,19.1877619,72.9522537,amenity:hospital
Surana Sethia Hospital And Research Centre,19.0535553,72.8870063,amenity:hospital
Jaslok Hospital,18.973443,72.8091464,highway:bus_stop
Dr Uppal's ENT Hospital & Sonic Hearing & Speech Centre,19.1982794,72.9670675,amenity:hospital
Uma Hospital,19.0823723,72.9998548,amenity:hospital
Tushar Maternity and Surgical Nursing Home,19.1743945,72.8613845,amenity:hospital
Durga Maternity and Surgical Nursing Home,19.0758488,72.8608239,amenity:hospital
Vatsalya Maternity and Surgical Nursing Home,19.0858653,72.9053056,amenity:hospital
"Shreeji Hospital, Ghatkopar",19.0844927,72.9048134,amenity:hospital
Banaji Eyesurgery and Laser Center,18.9358357,72.8332373,amenity:hospital
Indra Maternity and Surgical Nursing Home,19.2777521,72.8648499,amenity:hospital
Nirmala Maternity and Surgical Hospital with Polyclinic,18.9868937,72.8306866,amenity:hospital
Abhijit Hospital,19.1880874,72.8433922,amenity:hospital
Siddhivinayak Surgical Centre,19.1274074,72.8314617,amenity:hospital
Suvidha Hospital and Iccu,19.1813262,72.8634739,amenity:hospital
Netra Jyot Eye Care Centre,19.1739389,72.9550807,amenity:hospital
Indravati Hospital,19.1566538,72.9977667,amenity:hospital
Aryan Hospital and Icu,18.9898598,72.8412236,amenity:hospital
DNA Multispeciality Hospital - Mumbai,19.2005212,72.8714374,amenity:hospital
Sulochan Eye,19.1473308,72.9363066,amenity:hospital
Vedaant Multispeciality Hospital,19.1006081,72.9986988,amenity:hospital
"Purandare Hospital, Mumbai",19.1293511,72.8221216,amenity:hospital
Vibha Care Home,19.2208372,72.8514703,amenity:hospital
Vaishnav Seva Samaj,19.0338607,72.8590146,amenity:hospital
"Patel Nursing Home, Mumbai",19.2269461,72.8549309,amenity:hospital
Priyanka Maternity and Surgical Nursing Home,19.1006777,72.8907222,amenity:hospital
Shivani Maternity Home Thane,19.1902469,72.946963,amenity:hospital
Foresight Eye Center,18.956311,72.8133863,amenity:hospital
Dr. Masurkar Hospital,19.2033581,72.8524567,amenity:hospital
Vivek Maternity and Nursing Home,19.0940612,72.9000364,amenity:hospital
Sujata Medicare (Sujata Gyanaecology Clinic);Dhake Colony,19.127861,72.8333795,highway:bus_stop
Aayush Multispeciality Hospital,19.1525023,72.9985231,amenity:hospital
"Life Care Hospital, Mira Road",19.2842284,72.8657176,amenity:hospital
Akshit Maternity Home,19.2551528,72.8640854,amenity:hospital
Hi-Tech Urology Centre,19.1990415,72.9627861,amenity:hospital
Shushrusha Hospital and Icu,19.1712725,72.9580539,amenity:hospital
Maa Nursing Home and Netra Jyoti Eye Care Center,19.1750295,72.8459443,amenity:hospital
Vardhaman Iccu and Nursing Home,19.1901368,72.8441191,amenity:hospital
Dr.Reena Mokal Nursing Home and Polyclinic,19.215374,72.8153551,amenity:hospital
Saket Maternity and Nursing Home,19.1352084,72.8140642,amenity:hospital
Dr. Nisars Eye Care Centre,18.9590608,72.8116697,amenity:hospital
Neeta Ambani Hospital,19.2617069,72.9728879,amenity:hospital
Varsha Parekh Maternity and Surgical Hospital,19.0610324,72.8985131,amenity:hospital
Shree Sukh Shanti Hospital,19.0878791,72.9023337,amenity:hospital
Divyadrashti Eye Care Centre,19.2347733,72.8553515,amenity:hospital
Vital Care Centre,19.1468937,72.8311546,amenity:hospital
Akshaya Surgical and Maternity Home,19.2037608,72.9770654,amenity:hospital
Modi General Hospital and Iccu,19.1154687,72.9306605,amenity:hospital
Speciality Ear Nose Throat Hospital,19.2144825,72.8671432,amenity:hospital
"Saraswati Eye Hospital, Mumbai",19.0799959,72.9043213,amenity:hospital
Ashirwad Heart Hospital,19.076179,72.9056409,amenity:hospital
Neon Critical Care,19.1940087,72.8392093,amenity:hospital
Darshan Orthopaedic and Surgical Clinic - Malad (W),19.1951758,72.8475892,amenity:hospital
Dr. Alok Shahs Iccu and Nursing Home,19.2337078,72.8533351,amenity:hospital
Pioneer Health Care,19.2035122,72.9741385,amenity:hospital
Dr.Nalavade Multispeciality Hospital,19.196828,72.9718137,amenity:hospital
Shree Vardhaman Sthanakvasi Jain Shravak Sangh Dadar Sanchalit Navneet Jain Health Centre,19.0204668,72.8383778,amenity:hospital
J. K. Child Health Care and Nicu,19.1449554,72.9347174,amenity:hospital
Suruchi Eye Centre,19.1511493,72.9979008,amenity:hospital
Amruta Surgical and Maternity Home,19.0926292,72.9125141,amenity:hospital
Navjeevan Urology and Stone Care Centre,19.1660129,72.8507602,amenity:hospital
Criticare Multispeciality Hospital and Research Centre,19.1156879,72.8353295,amenity:hospital
"Orbit Eye Hospital, Mumbai",19.1433248,72.8427203,amenity:hospital
Enclave Maternity Home,19.1745533,72.8640358,amenity:hospital
Aasha Cancer Hospital and Children First,19.193409,72.9706731,amenity:hospital
Sai Krupa E.N.T. Nursing Home,19.2262963,72.8526716,amenity:hospital
Balaji Speciality Hospital,19.1079061,72.888,amenity:hospital
"Kaushalya Medical Foundation Trust Hospital, Mumbai",19.2000627,72.9666732,amenity:hospital
Holy Trinity Hospital,19.1676317,72.9513688,amenity:hospital
Sanghvi Maternity and Surgical Hospital,19.2170609,72.8507911,amenity:hospital
"RG Stone Urology and Laparoscopy Hospital, Khar",19.0740757,72.8329611,amenity:hospital
Chetna Critical Care Unit,19.1747167,72.9526278,amenity:hospital
Omkar Eye Care Center,19.1708418,72.9541071,amenity:hospital
Dr.Badwaik's Maternity and General Hospital,19.1503562,72.9381332,amenity:hospital
Shanmukhananda Jasubhai R k shah Medical Centre,19.031047,72.860038,amenity:hospital
"Aditi Hospital, Kandivali",19.2134884,72.8641317,amenity:hospital
Thunga Hospital,19.292293,72.8623956,amenity:hospital
"Kokilaben Dhirubhai Ambani Hospital, Mumbai",19.1312947,72.8246301,amenity:hospital
Dr Telangs Dhanvantari Hospital,19.1188723,72.8433318,amenity:hospital
Dr.Pintos Pathological Laboratory,19.1212519,72.8799695,amenity:hospital
Gandhi Hospital - Navi Mumbai,19.1511011,72.9995356,amenity:hospital
Raichura Prasuti Gruha,19.2078553,72.8360476,amenity:hospital
"Sudha Hospital and Polyclinic, Mumbai",19.1811533,72.8493192,amenity:hospital
Dr.Sakhalkar's Maternity and Nursing Home,19.1244488,72.8611457,amenity:hospital
Suyog Urology Centre,19.0931817,72.9131524,amenity:hospital
"Punamiya Hospital, Mumbai",19.0124701,72.8343451,amenity:hospital
"Patil Hospital, Mumbai",19.1235929,72.8423361,amenity:hospital
Oculus Eye Hospital Pvt. Ltd,19.114371,72.8334123,amenity:hospital
Navdurga Fracture and Accident Centre,19.2455898,72.8599562,amenity:hospital
Sai Swayam MatandNur Home,19.187962,72.8593138,amenity:hospital
Ashirwad Orthopaedic and Surgical Nursing Home,19.2284351,72.8542954,amenity:hospital
Zynova Heart Hospital,19.0890312,72.9071443,amenity:hospital
Dr Milind Patils Revival Bone and Joint Hospital,19.1880456,72.9660389,amenity:hospital
Shree Borivli Gujarati Seva Mandal,19.2251085,72.8502063,amenity:hospital
Sparsh Maternity and Nursing Home,19.2281046,72.9702191,amenity:hospital
Jeevan Maternity and General Hospital,19.1853768,72.853927,amenity:hospital
"Sai Krupa Hospital, Mumbai",19.1812375,72.8573692,amenity:hospital
Thanawala Maternity Home,19.0739489,72.9993063,amenity:hospital
Prince Aly Khan Hospital,18.9707774,72.8366089,amenity:hospital
Laxmi Health Care Center and Iccu,19.1134362,72.9315296,amenity:hospital
Khushal Hospital and Maternity Home,19.0852037,72.9100598,amenity:hospital
Rajendra Maternity and Surgical Nursing Home,19.2347942,72.8415965,amenity:hospital
"Tanwar Hospital, Thane",19.2938249,72.862551,amenity:hospital
Aryan Child Healthcare Centre and Nursing Home,19.2787021,72.8706922,amenity:hospital
Gayatri Maternity and Ear Nose Throat Hospital,19.279099,72.8684829,amenity:hospital
Hiren Mehta Eye Care Centre,19.0798083,72.9058863,amenity:hospital
Dr Thakur Hospital,19.0250711,72.8400777,amenity:hospital
Ashirwad Children and Surgical Hospital,19.1064919,72.8877814,amenity:hospital
Medha Maternity and Nursing Home - Kandivali (E) Mumbai,19.1951536,72.8748706,amenity:hospital
"Apeksha Maternity and Surgical Nursing Home, Thane",19.2069105,72.963586,amenity:hospital
Jaydeep Eye and Physiotherapy Clinic - Kandivli,19.2183374,72.8289404,amenity:hospital
Reliance Life Sciences Pvt. Ltd,19.0050283,72.8225555,amenity:hospital
Mallika Hospital and Envision Eye Centre,19.1373789,72.8466645,amenity:hospital
Gaurav Maternity and Surgical Hospital,19.1456895,72.9292135,amenity:hospital
Shivneri Hospital Pvt. Ltd.,19.1951365,72.9720235,amenity:hospital
Kiran Care and Cure Hospital,19.10681,72.8655446,amenity:hospital
Dr. Pareeks Deafness Clinic and Ent Hospital - andheri,19.1288557,72.8294756,amenity:hospital
Sas Health Care Pvt. Limited,19.1476957,72.9307269,amenity:hospital
Shakuntala Maternity Home,19.2106923,72.8257466,amenity:hospital
Mangal Anand Hospital,19.0565988,72.8905401,amenity:hospital
Umang Maternity and Surgical Nursing Home,19.1169019,72.871322,amenity:hospital
Nidhi Nursing Home and Iccu,19.2062254,72.8440869,amenity:hospital
More Eye Center,19.1954297,72.9717761,amenity:hospital
Thanawalas Maternity Home & IVF Clinic,19.0737816,72.9997086,amenity:hospital
Ramlok ENT Hospital,19.2999274,72.847378,amenity:hospital
Ashirwad Maternity and Nursing Home,19.257032,72.8647211,amenity:hospital
"Sugun Hospital Multispeciality Diagnostic, Icu",19.1171996,72.8827469,amenity:hospital
Dr. Karmarkar Hospital,19.0130174,72.8467025,amenity:hospital
Vipassana Hospital,19.2831714,72.8659415,amenity:hospital
Asha Hospital and Iccu,19.1503714,72.9999474,amenity:hospital
Dhanwantary Hospital and ICCU,19.1763038,72.9535586,amenity:hospital
Dr Pagruts Fracture Orthopaedic and Surgical Hospital,19.1953626,72.8319351,amenity:hospital
Dr Yewale Multispeciality Hospital For Children,19.0817095,72.9966067,amenity:hospital
Samarth Maternity and Nursing Home,19.1685629,72.9594474,amenity:hospital
Shri Bala Hanuman Maternity and Surgical Hospital,19.2185792,72.8523032,amenity:hospital
Jashem Eye Institute,19.0279281,72.8538381,amenity:hospital
Vyas' Surgery,19.0342874,72.8591891,amenity:hospital
Riddhivinayak Critical Care and Cardiac Centre,19.193877,72.8474611,amenity:hospital
Sohum Eyecare Centre,19.247308,72.853478,amenity:hospital
Sai Hospital,19.0399657,72.8546199,amenity:hospital
Drishti Eye Care Centre,19.1745628,72.9521015,amenity:hospital
Khar Clinico-Pathology Laboratory,19.0744458,72.8344122,amenity:hospital
Saibaba Maternity and Nursing Home,19.2017598,72.856767,amenity:hospital
Shree Surgical and Maternity Nursing Home,19.1918378,72.8437878,amenity:hospital
Maher Maternity Infertility and Surgical Nursing Home,19.2107023,72.9608931,amenity:hospital
Ashirwad Hospital and Polyclinic,19.0521469,72.9091445,amenity:hospital
Aseem Orthopaedic Hospital,19.0799452,72.8545234,amenity:hospital
Palvi Hospital,18.8772867,72.9402763,amenity:hospital
Mohit Hospital,19.2337585,72.864532,amenity:hospital
"Brahman Sabha, Mhaskar Gruh and General Nursing Home",18.9568031,72.8190404,amenity:hospital
Tata Memorial Hospital,19.004984,72.8432125,amenity:hospital
Dr. Doke's Shraddha Hospital,19.1490462,72.999828,amenity:hospital
Sushrut Maternity and Surgical Nursing Home,19.2836549,72.8641579,amenity:hospital
Sanjeevani Surgical and General Hospital,19.1845751,72.8527451,amenity:hospital
Sanjeevani Chandrabhan Agrawal Charitable Trust Eye Hospital,19.1842065,72.8510258,amenity:hospital
"J.P Hospital, Mumbai",19.1012531,72.8853004,amenity:hospital
The Laser Vision Centre,19.1869158,72.8405692,amenity:hospital
"Samarth Hospital, Mumbai",19.1095801,72.9264937,amenity:hospital
Navneet Hi-Tech Hospital,19.2463736,72.8606214,amenity:hospital
Navnirman Maternity and Surgical Hospital,19.0890115,72.9070786,amenity:hospital
Dr. Vaidya Eye Hospital,19.1273593,72.8315811,amenity:hospital
Sanchaiti Hospital,19.2014609,72.8587666,amenity:hospital
Paarth Hospital,19.2056922,72.8453777,amenity:hospital
Saraogi Maternity and General Hospital,19.1898379,72.8465733,amenity:hospital
Mody Hospital Iccu,19.1611029,72.9988141,amenity:hospital
Deodhar Hospitals Pvt. Ltd,19.187216,72.9684891,amenity:hospital
Dr.Palep's Priyank Maternity Nursing Home,19.0146877,72.8318681,amenity:hospital
Dr.Paradkar Hospital,19.1849741,72.9660858,amenity:hospital
Abhimaan Maternity and Surgical Hospital - Thane,19.1890488,72.9644363,amenity:hospital
"Nulife Hospital, Mumbai",19.0881022,72.9051983,amenity:hospital
Jivdaya Hospital,19.0882556,72.9053311,amenity:hospital
Shradha Heart Hospital,19.0881504,72.9051822,amenity:hospital
Mamta Maternity and Nursing Home,19.1293815,72.815854,amenity:hospital
Kkasturi Medicare Pvt Ltd,19.1895959,72.9769085,amenity:hospital
Dr.Satish G.Desai,19.1035152,72.8514978,amenity:hospital
Dev Nursing Home,19.0154396,72.8335994,amenity:hospital
Suprabha Surgicare,19.0136391,72.8451061,amenity:hospital
Dr. Deosthaci's Eye Care Centre,19.0418977,72.8640935,amenity:hospital
H.J. Doshi Ghatkopar Hindu Sabha Hospital,19.085295,72.9062873,amenity:hospital
Dr.Chhatres Maternity and Surgical Nursing Home,19.0253227,72.8520517,amenity:hospital
Swami Health Care,19.2090648,72.9616454,amenity:hospital
Suyog Hospital and Iccu,19.1665006,72.9503077,leisure:park
Well Spring Dr Avinash Phadke Pathlab Clinic,19.0241779,72.8380385,amenity:hospital
Shree Sai Maternity and Surgical Nursing Home,19.1639918,72.9469208,amenity:hospital
"Surana Hospital and Research Centre, Mumbai",19.1988025,72.8383416,amenity:hospital
"Ashirwad Maternity and Nursing Home, Mulund",19.1702287,72.9322658,amenity:hospital
National Burns Center,19.1533004,72.9862292,amenity:hospital
Dake Hospital,18.8781064,72.9393368,amenity:hospital
"Yashwant Hospital, Mumbai",19.1152368,72.9335748,amenity:hospital
Samartha Hospital,19.2812624,72.87477,amenity:hospital
Krishna Eye Care Centre,19.1839215,72.8498415,amenity:hospital
Dr. Thakurs Ear Nose Throat Clinic and Hospital - Bhandup (W) Mumbai,19.1473486,72.9364809,amenity:hospital
Possa Hospital and Polyclinic,19.2785363,72.7814922,amenity:hospital
Dr. Khatavs Mother and Child Hospital,19.2297146,72.8544416,amenity:hospital
"Laxmi Jyot Eye Hospital, Thane",19.2024899,72.9778835,amenity:hospital
Chirayu Superspeciality Hospital,19.2956485,72.8603062,amenity:hospital
A Care Orthopaedic and General Hospital,19.2844904,72.870278,amenity:hospital
Shetty Nursing Home (Shetty Health Services Pvt. Ltd.),18.9747946,72.8128391,amenity:hospital
Dholkawalla Maternity Home,18.9527132,72.8337845,amenity:hospital
Vibha Maternity and Surgical Nursing Home,19.1169678,72.8443725,amenity:hospital
Shri K V O Jain Manav Seva Kendra Navneet Hospital,19.2342561,72.8585628,amenity:hospital
Surlata Hospital,19.0307218,72.8416521,amenity:hospital
"Saraswati Hospital, Mumbai",19.1809405,72.8368664,amenity:hospital
Khm Medical Centre Shree Kandivli Hitwardhak Mandal Kandivali,19.2006415,72.8485534,amenity:hospital
Dr. Kamat's Hospital,19.1361449,72.8503498,amenity:hospital
Mahatma Gandhi Seva Mandir,19.055927,72.8368556,amenity:hospital
Purohit Hospital,19.2294557,72.8543866,amenity:hospital
Ameya Surgical and General Nursing Home,19.1070774,72.8673752,amenity:hospital
Dr. Raut's Maternity and Surgical Nursing Home,19.0804497,72.8562031,amenity:hospital
Oma Hospital,19.0512684,72.9018161,amenity:hospital
"Sai Ganesh Hospital, Thane",19.1872952,72.9678822,amenity:hospital
Dr Kulkarni Hospital,19.1359498,72.8520081,amenity:hospital
"Shree Krishna Hospital, Mumbai",19.235271,72.8664377,amenity:hospital
Dr Manish Patankar's Nath Hospital,19.2030668,72.9725271,amenity:hospital
Kumta Eye and Retina Clinic and Laser Center,19.1852661,72.8471252,amenity:hospital
Krishna Eye Centre,19.0444281,72.8651664,amenity:hospital
Shah Lifeline Hospital and Heart Institute Pvt. Ltd. - Thane,19.2947131,72.856134,amenity:hospital
Sunjeevan Hospital and I C U,19.2028047,72.9799998,amenity:hospital
Nadkarni Eye Care Centre,19.1506818,72.9374432,amenity:hospital
Omkar Surgical and Maternity Home,19.1699994,72.959279,amenity:hospital
"Matushree Maternity, Surgical and General Nursing Home",19.2078566,72.8266338,amenity:hospital
Dr Jyotsna Jagtaps Ent Hospital and Hearing Aid Centre,19.2191846,72.9784039,amenity:hospital
Sehgal Path Lab,19.1291496,72.825176,amenity:hospital
Rushabh Eye Hospital and Laser Centre,19.0594446,72.9000807,amenity:hospital
Dr. Narkhedes Advance Ent Centre,19.1870475,72.97325,amenity:hospital
Srushti Orthotech Hospital,19.1473346,72.9361148,amenity:hospital
Dr. Thakur's Shree Hospital,19.1894712,72.9456628,amenity:hospital
Malhaar Maternity and Nursing Home,19.0880933,72.8363293,amenity:hospital
Medico Surgical Clinic and Hospital,19.088305,72.9069599,amenity:hospital
Dr Bedekars Hospital,19.1894971,72.9735222,amenity:hospital
Shaha Children Hospital,19.1456572,72.9292417,amenity:hospital
Dr Savlas Child Care Centre,19.0399822,72.8511733,amenity:hospital
Doctor Eye Hospital,19.1148073,72.8432044,amenity:hospital
Shanmukhananda Aditya Jyot Eye Institute,19.0308961,72.8600594,amenity:hospital
Nirmiti Fertility and Ivf Centre,19.1881647,72.9673988,amenity:hospital
Dr Eye Institute Pvt Ltd,19.1386865,72.8321403,amenity:hospital
"Ashwini Maternity and Surgical Hospital,Ghatkopar(E)",19.0800884,72.9043441,amenity:hospital
Yogeshwar Surgical Clinic and Nursing Home - Mumbai,18.957344,72.8248367,amenity:hospital
Orthonova Hospital,19.2346955,72.9757418,amenity:hospital
G.M.Medical Centre - Khar,19.07045,72.8370246,amenity:hospital
Tulip Womens Healthcare Centre - Khar (W),19.0660316,72.8319771,amenity:hospital
Bhaktivedanta Hospital,19.2700147,72.8705335,amenity:hospital
Thane Eye Care Hospital,19.197209,72.9710193,amenity:hospital
Mother Care Maternity and Surgical Nursing Home - Mumbai,19.1309793,72.8468147,amenity:hospital
Parekh Eye Hospital,19.0554466,72.8357264,amenity:hospital
Sai Aashirwad Hospital,19.2851499,72.8635168,amenity:hospital
Dhanvantri Childrens Hospital,19.1984719,72.9668181,amenity:hospital
Pushpa Maternity Home,19.1453506,72.8230691,amenity:hospital
Kokan Hospital,19.1339758,72.8654212,amenity:hospital
Ipc Heart Care,18.9925482,72.8243351,amenity:hospital
Dr. Amar's Karkhanis Super- Speciality Hospital,19.2359255,72.9752601,amenity:hospital
